hashtag,window,score,mentions,reach,sentiment,rows_count
#Entrepreneur,2025-04-08,-4.272381478532378,663320,2618202,-0.054285714285714284,7
#Movies,2025-04-08,-4.716505846726796,1037805,3803960,0.028181818181818186,11
#ViralVideo,2025-04-08,-4.772434188543914,991770,3624107,-0.0925,8
#Gaming,2025-04-08,-4.8937276275243935,1211672,4933572,0.2076923076923077,13
#Finance,2025-04-08,-5.7056790587015165,980820,4300211,-0.2257142857142857,14
#IoT,2025-04-08,-5.826702701869198,930065,3632490,0.024999999999999994,10
#MusicMonday,2025-04-08,-5.956545517453011,852976,3208932,0.3788888888888889,9
#DeepLearning,2025-04-08,-6.050346980258104,1122961,3843922,-0.11000000000000001,13
#MachineLearning,2025-04-08,-6.076430569733374,1368642,5700875,0.075,14
#Productivity,2025-04-08,-6.37551749836972,1086598,4024268,-0.15769230769230771,13
#Hiking,2025-04-08,-6.987170355917741,1117883,4843937,-0.20800000000000002,15
#Analytics,2025-04-08,-7.119910613934277,1026123,3334617,0.08571428571428572,14
#Photography,2025-04-08,-7.9074150513560415,1050391,3055725,0.181,10
#5G,2025-04-08,-8.483562493015777,863315,3311109,0.016000000000000004,10
#Investing,2025-04-08,-8.76914507784995,542495,2543518,-0.09285714285714286,7
#Python,2025-04-08,-15.510654143386176,438663,1272790,0.5742857142857142,7
#RemoteWork,2025-04-09,30.8889454695522,2549360,8555587,0.1732,25
#Python,2025-04-09,26.357445562465397,1139106,3660200,0.09222222222222223,9
#Vegan,2025-04-09,19.058742008241012,2197670,7691688,0.042,20
#Entrepreneur,2025-04-09,14.707317730749363,1317502,5145631,-0.034999999999999996,14
#EcoFriendly,2025-04-09,14.422928518390327,1829731,6385042,-0.02619047619047619,21
#Stocks,2025-04-09,14.021729825509496,1857690,8067080,-0.023888888888888887,18
#AIArt,2025-04-09,13.219151269760406,2001642,6188838,0.021363636363636373,22
#5G,2025-04-09,12.771076562741856,1547903,5726685,0.03500000000000001,14
#Photography,2025-04-09,12.709675851551154,2147830,8010389,-0.23473684210526316,19
#ViralVideo,2025-04-09,12.349025601433427,1773911,7167741,-0.007999999999999991,15
#SpaceX,2025-04-09,9.986661795006043,1628078,6483928,0.242,15
#CyberSecurity,2025-04-09,9.781736960967635,1404625,4114148,-0.10071428571428573,14
#SmartCity,2025-04-09,9.476465738532523,1304412,4884453,0.11999999999999998,11
#Sustainability,2025-04-09,9.46050399602553,1714386,7300530,-0.2530769230769231,13
#Productivity,2025-04-09,9.35301590975438,1652957,7276123,0.1357142857142857,14
#Innovation,2025-04-09,8.683472996465449,2390676,8677004,0.23,22
#Movies,2025-04-09,8.65226711336075,1589634,6238041,0.039999999999999994,15
#Art,2025-04-09,7.521631029707427,1544884,6107836,-0.07733333333333334,15
#Books,2025-04-09,5.303455114153337,1874364,7139323,0.09055555555555556,18
#Finance,2025-04-09,5.2331006456745435,1289556,4266465,0.089,10
#MusicMonday,2025-04-09,5.082960390784551,1170382,3958722,-0.10083333333333333,12
#WorldCup,2025-04-09,4.587756748918812,1288416,5197349,-0.14899999999999997,10
#Hiking,2025-04-09,3.043170558406423,1306202,4724166,0.17545454545454547,11
#FitnessGoals,2025-04-09,2.5128550803715384,1266775,4008070,0.09454545454545454,11
#IoT,2025-04-09,2.3204723992347582,1064040,4176708,0.056666666666666664,12
#Analytics,2025-04-09,1.9989015152524499,1151124,4396730,0.07272727272727274,11
#AI,2025-04-09,1.7509068993871335,943565,3698172,0.02461538461538463,13
#Elections2025,2025-04-09,1.2545584778641024,1473851,6262728,0.12454545454545456,11
#Blockchain,2025-04-09,0.5538393595263787,1142832,4193328,-0.06399999999999999,10
#Investing,2025-04-09,0.11268302276753513,545548,1557299,0.4042857142857143,7
#TravelTuesday,2025-04-09,-0.0357233978505581,1063388,2970166,-0.03214285714285713,14
#DeepLearning,2025-04-09,-0.3215925711369123,1089602,3808265,-0.28555555555555556,9
#Robotics,2025-04-09,-1.078921375324203,1337723,5503309,-0.041666666666666664,12
#Politics,2025-04-09,-1.3263704519700177,1289260,4379895,0.09400000000000001,15
#Crypto,2025-04-09,-1.4824348295655647,1619170,6412180,0.11095238095238096,21
#ClimateChange,2025-04-09,-1.9446801442153578,1477987,4818958,-0.1542857142857143,14
#MetGala,2025-04-09,-2.171373431546913,1002639,3699076,0.0881818181818182,11
#TechNews,2025-04-09,-2.340386756083343,1215179,4895892,-0.28357142857142853,14
#Health,2025-04-09,-2.3613820411876776,719872,2996943,-0.23625000000000002,8
#Fashion,2025-04-09,-2.416550120523653,1154439,3908315,0.012000000000000005,10
#Science,2025-04-09,-2.4185815623909726,1203963,3521472,0.12142857142857143,14
#Oscars,2025-04-09,-2.588786804570726,1518345,5574560,-0.19461538461538463,13
#Travel,2025-04-09,-2.760881293166518,1509237,6033256,-0.17916666666666667,12
#BreakingNews,2025-04-09,-2.8147250970285813,1232044,3952991,-0.028461538461538458,13
#DataScience,2025-04-09,-3.015723371392693,1480865,5338109,0.06153846153846154,13
#Motivation,2025-04-09,-5.089915438628363,844416,3023994,-0.12818181818181817,11
#Startup,2025-04-09,-5.111315486991174,874789,4059017,0.303,10
#Business,2025-04-09,-5.4430656480370985,1007981,3694453,0.06538461538461536,13
#SelfCare,2025-04-09,-5.5329746781358535,1052946,3738966,0.026666666666666675,9
#Gaming,2025-04-09,-5.834510020098384,818698,2983663,0.20666666666666667,9
#Foodie,2025-04-09,-6.026255267264293,825677,3418150,-0.06454545454545454,11
#NFT,2025-04-09,-6.20419140678989,905027,3987004,0.1433333333333333,9
#Coding,2025-04-09,-6.698802041865914,748302,2827896,-0.18,7
#History,2025-04-09,-7.088239570908827,969205,4078875,0.173,10
#Education,2025-04-09,-7.251846151472784,1181817,4541846,0.03214285714285713,14
#BigData,2025-04-09,-7.768072120707122,716516,2930228,-0.146,10
#Cloud,2025-04-09,-8.265460412358495,1138607,3590141,0.16125,8
#MachineLearning,2025-04-09,-8.45262673004146,690357,2851508,0.14749999999999996,8
#Nature,2025-04-09,-8.69503480746545,514521,1546123,-0.19777777777777775,9
#Adventure,2025-04-09,-9.05576951469871,834762,3375199,0.1011111111111111,9
#FoodPorn,2025-04-09,-9.543405939330848,1114300,4544979,0.04600000000000001,10
#MentalHealth,2025-04-09,-13.23643422100013,586328,1879928,0.32599999999999996,5
#Investing,2025-04-10,38.608539071545934,1975729,7605894,-0.07050000000000001,20
#BigData,2025-04-10,27.428336184623006,1934266,6235874,0.03150000000000001,20
#Foodie,2025-04-10,20.604109709654146,1920854,6899349,-0.013529411764705889,17
#MentalHealth,2025-04-10,17.328545153247518,1235484,4310116,0.024545454545454547,11
#Motivation,2025-04-10,14.78137812199376,1630717,5848651,0.01874999999999999,16
#Startup,2025-04-10,14.208266960761238,1713946,6376398,-0.05466666666666667,15
#Health,2025-04-10,12.732933803743734,1486421,4484983,-0.21928571428571428,14
#DeepLearning,2025-04-10,12.454814761638517,2128685,7170089,-0.1726315789473684,19
#Productivity,2025-04-10,9.097078083625963,2436701,10453958,0.18708333333333335,24
#NFT,2025-04-10,8.757828869792196,1424709,5926097,-0.022000000000000013,15
#BreakingNews,2025-04-10,7.613183035328568,1895260,7811143,-0.10888888888888888,18
#Cloud,2025-04-10,7.49865686753978,1710222,6305279,-0.046,15
#DataScience,2025-04-10,7.24246107414645,2119222,8895617,0.05,17
#MachineLearning,2025-04-10,6.344441337122168,1083187,3617055,-0.26166666666666666,12
#TravelTuesday,2025-04-10,5.588042429553642,1394126,5375817,0.15933333333333335,15
#WorldCup,2025-04-10,5.099586409037327,1691957,5817220,0.04529411764705881,17
#Business,2025-04-10,4.467721450900506,1321856,5804593,-0.07875,16
#AI,2025-04-10,4.434071594282003,1188360,4645330,0.11333333333333334,12
#Blockchain,2025-04-10,4.328068343675043,1475413,5408926,-0.04071428571428572,14
#Coding,2025-04-10,3.4934615140241774,946035,3346806,-0.12000000000000001,14
#Crypto,2025-04-10,3.398069399596527,1935275,7568001,0.09888888888888889,18
#MetGala,2025-04-10,2.7954694108391003,1239237,5236306,-0.23428571428571426,14
#Entrepreneur,2025-04-10,1.9768865630948707,1478288,6268808,0.03500000000000001,14
#Nature,2025-04-10,1.6661379558964604,619629,2977495,-0.45285714285714285,7
#Books,2025-04-10,1.3528092557816052,2038861,8251646,-0.03210526315789473,19
#MusicMonday,2025-04-10,1.280184670568877,1284878,4436528,-0.14500000000000002,12
#Hiking,2025-04-10,1.0001951411448964,1384704,5202544,0.07615384615384616,13
#IoT,2025-04-10,0.9045953238447509,1123371,4375789,0.06090909090909089,11
#History,2025-04-10,0.7181333264577904,1015709,4292208,-0.01999999999999998,9
#Fashion,2025-04-10,0.6633344996891566,1195223,3693169,0.24166666666666667,12
#FoodPorn,2025-04-10,0.3923215838266446,1143341,3904067,-0.00818181818181819,11
#Adventure,2025-04-10,0.28543344738613685,846622,3801662,0.326,10
#Python,2025-04-10,0.04250145545324565,1141551,4011315,0.3023076923076923,13
#Oscars,2025-04-10,0.03528823207593568,1522208,5374564,-0.105,14
#5G,2025-04-10,-0.2095378854441201,1529203,5778665,0.114,15
#Stocks,2025-04-10,-0.5496420959787273,1791478,5984808,-0.01176470588235294,17
#Movies,2025-04-10,-0.8651127808770189,1469976,6447603,-0.267,10
#Education,2025-04-10,-0.9996383571920798,1112258,5237014,0.09777777777777777,9
#EcoFriendly,2025-04-10,-1.1107471079097542,1695910,5819006,-0.024999999999999994,16
#Elections2025,2025-04-10,-1.532767712927542,1339330,5271583,0.085,12
#SmartCity,2025-04-10,-1.6594566147093996,1137033,4000163,-0.14928571428571427,14
#Travel,2025-04-10,-1.7785983571163357,1354178,6189427,0.10700000000000001,10
#Science,2025-04-10,-1.9920279705212012,1055818,3919862,0.06636363636363635,11
#CyberSecurity,2025-04-10,-2.124857952917317,1205733,5316712,-0.030999999999999982,10
#ViralVideo,2025-04-10,-2.3806667991542003,1538150,5816313,0.15,13
#Gaming,2025-04-10,-2.7834142364313137,665183,2300634,0.013333333333333332,9
#FitnessGoals,2025-04-10,-2.8806294152511005,1030846,4612308,0.008000000000000007,10
#Analytics,2025-04-10,-3.715217586568145,882400,3162474,0.06333333333333334,12
#AIArt,2025-04-10,-3.9854332455714787,1534569,6144732,0.09266666666666667,15
#Finance,2025-04-10,-4.1568635500763715,918679,3740286,-0.045000000000000005,10
#Art,2025-04-10,-4.280627283099732,1081283,4364204,-0.067,10
#TechNews,2025-04-10,-4.287623185811473,872473,3754024,0.004285714285714289,7
#Sustainability,2025-04-10,-4.334573864244459,1267672,4200890,0.09076923076923077,13
#Politics,2025-04-10,-4.364077421704428,959804,3206409,0.14,9
#SelfCare,2025-04-10,-4.521568074061872,668430,2836468,-0.16666666666666666,6
#Innovation,2025-04-10,-5.348178366156345,1525347,5179832,-0.044285714285714296,14
#Robotics,2025-04-10,-6.1109062612652165,844343,2841647,0.11499999999999999,10
#Photography,2025-04-10,-6.978711550988075,1196730,4657368,0.026428571428571423,14
#SpaceX,2025-04-10,-7.208339787980162,852637,2815842,0.01909090909090909,11
#Vegan,2025-04-10,-9.19039767173476,1068875,4335004,0.1708333333333333,12
#ClimateChange,2025-04-10,-9.21915367273146,685428,2510855,0.16666666666666666,6
#RemoteWork,2025-04-10,-11.10384925270625,1142934,4476435,0.31428571428571433,7
#SelfCare,2025-04-11,35.2352975620014,2091287,8329991,0.03875000000000001,16
#Analytics,2025-04-11,29.502477400893124,2346321,8735408,0.11263157894736843,19
#Gaming,2025-04-11,27.200759003157025,1874295,7606764,-0.05555555555555555,18
#FitnessGoals,2025-04-11,21.599440313286053,2408397,10285711,0.0010526315789473723,19
#RemoteWork,2025-04-11,16.90795664941866,2296793,7504428,0.05791666666666667,24
#Education,2025-04-11,15.0061669547263,2028620,7221732,0.15333333333333332,18
#IoT,2025-04-11,11.735210315339021,1933155,7441342,0.02888888888888889,18
#History,2025-04-11,11.378812261148239,1807506,7615123,-0.0788235294117647,17
#WorldCup,2025-04-11,8.614709686587343,2635100,9296726,-0.03681818181818181,22
#SmartCity,2025-04-11,8.035117668743139,1695001,5474078,0.05533333333333333,15
#CyberSecurity,2025-04-11,5.59673135647342,1584085,6299033,0.13923076923076924,13
#SpaceX,2025-04-11,4.7232555098770765,1074217,4029871,0.195,10
#Robotics,2025-04-11,4.6885721565066545,1150817,4526325,-0.15714285714285717,14
#ClimateChange,2025-04-11,4.335318594031689,872653,3670258,0.04999999999999998,9
#Fashion,2025-04-11,4.291976749837975,1573324,5603918,-0.12687500000000002,16
#Adventure,2025-04-11,4.282619629646504,1042207,4185746,0.21583333333333335,12
#AI,2025-04-11,4.087799340227469,1451504,4954975,0.1975,12
#TechNews,2025-04-11,3.285932147639908,1223200,3355079,-0.45600000000000007,10
#Coding,2025-04-11,3.0810777837548575,1091293,4287699,0.314,10
#Art,2025-04-11,3.040901086137354,1316322,5067335,-0.09384615384615383,13
#Health,2025-04-11,2.995553589665023,1759170,8217333,0.02533333333333333,15
#Politics,2025-04-11,2.357592682760906,1123139,4524996,-0.096,10
#MachineLearning,2025-04-11,2.0807924160161235,1218478,3779340,0.09999999999999999,12
#MentalHealth,2025-04-11,1.2156287711726843,1342874,5531960,-0.09923076923076923,13
#Blockchain,2025-04-11,-0.3405360229803606,1442179,5064584,-0.020714285714285716,14
#Vegan,2025-04-11,-0.6043929382763106,1026725,2965530,0.028461538461538465,13
#Investing,2025-04-11,-0.8488067035189765,1878125,7125627,0.08888888888888889,18
#Elections2025,2025-04-11,-0.897379818306382,1251437,4915151,-0.1125,12
#Hiking,2025-04-11,-1.029106531517926,1295132,4891409,0.03285714285714286,14
#ViralVideo,2025-04-11,-1.2660852074260918,1386435,5356975,-0.17153846153846153,13
#Oscars,2025-04-11,-1.3095653743761668,1386641,5616627,-0.05384615384615384,13
#TravelTuesday,2025-04-11,-1.3144358763862625,1264036,4947203,-0.08615384615384616,13
#BreakingNews,2025-04-11,-1.366614616969234,1690705,7119089,-0.1975,16
#5G,2025-04-11,-1.7480431402866954,1362818,5376743,0.03666666666666666,15
#Stocks,2025-04-11,-1.758592959112775,1567735,5006897,-0.08722222222222221,18
#Motivation,2025-04-11,-2.0497074001004223,1381253,4602128,-0.12666666666666665,15
#Innovation,2025-04-11,-2.6238147677276014,1246601,4365474,-0.060909090909090906,11
#Finance,2025-04-11,-2.7001072862657183,740289,2981760,-0.06727272727272728,11
#Photography,2025-04-11,-2.817206663629714,1024495,3390158,0.3018181818181818,11
#Nature,2025-04-11,-3.085062140869768,454651,1836970,-0.19666666666666666,6
#MetGala,2025-04-11,-3.5701991854171524,937666,3456214,-0.025555555555555554,9
#Python,2025-04-11,-3.5926820810586135,791050,3344271,-0.22111111111111115,9
#Movies,2025-04-11,-3.7876653680976347,972755,3615593,-0.25846153846153846,13
#DeepLearning,2025-04-11,-3.987215572093081,1060168,4202112,-0.4791666666666667,12
#Cloud,2025-04-11,-5.096152595869821,1053236,3469114,-0.1190909090909091,11
#Science,2025-04-11,-5.105706676851738,488976,1499514,-0.33125,8
#Sustainability,2025-04-11,-5.671839013354807,863904,3317184,0.186,10
#DataScience,2025-04-11,-5.8435392487031335,1133075,4618075,-0.18166666666666667,12
#Crypto,2025-04-11,-5.953666051306684,962367,2685939,-0.19999999999999998,7
#FoodPorn,2025-04-11,-5.988575758875722,730213,2931029,0.11299999999999999,10
#Travel,2025-04-11,-6.102538520542618,708147,2882706,-0.14,8
#Productivity,2025-04-11,-6.295353144084554,1291998,5147046,-0.13285714285714287,14
#Business,2025-04-11,-6.6221111904823236,710398,3053163,-0.04124999999999999,8
#BigData,2025-04-11,-6.81689877051064,1130493,4608901,0.06916666666666667,12
#Books,2025-04-11,-6.908082126020425,916437,3680484,-0.17000000000000004,9
#Foodie,2025-04-11,-7.015786825395342,959845,3982538,-0.07727272727272728,11
#AIArt,2025-04-11,-7.749330294040208,603857,2339297,-0.12875,8
#EcoFriendly,2025-04-11,-8.51209559143145,435715,1810343,-0.20500000000000002,4
#Startup,2025-04-11,-8.639225250485199,910814,3990113,0.213,10
#Entrepreneur,2025-04-11,-9.382187789976264,630916,1911529,0.13166666666666668,6
#NFT,2025-04-11,-9.42746602886549,769644,2766555,0.3823076923076923,13
#MusicMonday,2025-04-11,-10.764110328152302,495109,2008419,0.20666666666666667,9
#AIArt,2025-04-12,64.53577673054902,2516999,9554933,0.2673684210526316,19
#Science,2025-04-12,40.5603309692129,1693966,7099319,0.04333333333333333,18
#MusicMonday,2025-04-12,33.956910350207174,1654153,6970742,-0.07944444444444446,18
#Finance,2025-04-12,31.294804977155472,2367253,9768465,-0.11526315789473685,19
#NFT,2025-04-12,27.84044635131165,2073473,7108053,0.04166666666666666,18
#Nature,2025-04-12,27.03483795495344,1087750,4432172,0.26857142857142857,14
#Startup,2025-04-12,23.2063651711443,2242750,8672471,-0.0066666666666666576,18
#Vegan,2025-04-12,20.85064151372161,2281702,8270864,0.07095238095238095,21
#ClimateChange,2025-04-12,19.855038075508467,1966260,7051987,0.004736842105263162,19
#Entrepreneur,2025-04-12,16.875856082122347,1357137,4867541,-0.04785714285714284,14
#MetGala,2025-04-12,15.848172120124282,2050624,8156150,-0.16099999999999998,20
#Crypto,2025-04-12,15.372169577333848,1905403,6332420,0.001666666666666668,18
#Business,2025-04-12,14.743650709163488,1580597,6761263,-0.23466666666666666,15
#Travel,2025-04-12,13.19605600349368,1175408,3773826,0.320625,16
#Movies,2025-04-12,12.136235581947615,1618615,5649290,0.1757142857142857,14
#Python,2025-04-12,8.70224055501739,1300050,5160010,-0.125,14
#Books,2025-04-12,8.179036379694045,1357504,5235160,0.09846153846153846,13
#Cloud,2025-04-12,7.015308715817118,1546139,6170522,-0.04124999999999999,16
#BigData,2025-04-12,6.695028840314607,1636731,6161330,-0.0436842105263158,19
#MachineLearning,2025-04-12,6.214507872122463,1630264,5608672,0.18333333333333332,18
#Hiking,2025-04-12,5.996066485776215,1697983,6402802,0.22999999999999998,18
#Photography,2025-04-12,5.78428581162322,1532883,6933684,-0.26,15
#Blockchain,2025-04-12,5.703223935929622,1991938,8319014,-0.06105263157894735,19
#Foodie,2025-04-12,5.652966958457325,1584921,5738251,-0.44222222222222224,18
#History,2025-04-12,4.127704805380127,2249685,7647516,0.06454545454545453,22
#SpaceX,2025-04-12,3.1899566121741243,1278954,4757875,0.08857142857142859,14
#ViralVideo,2025-04-12,3.112119631622584,1673452,6013074,-0.03692307692307692,13
#Elections2025,2025-04-12,3.1006899598711963,1499730,5197514,0.010625000000000002,16
#Robotics,2025-04-12,3.0636253891701877,1411831,5369802,-0.12833333333333333,18
#DeepLearning,2025-04-12,2.1210883295367395,1219163,5432941,-0.088,15
#Sustainability,2025-04-12,2.0672124365879623,1072370,4088213,-0.43727272727272726,11
#Fashion,2025-04-12,2.0401063294557,1749259,7432079,0.15312499999999998,16
#Innovation,2025-04-12,1.8905364391489767,1416361,4924746,-0.0990909090909091,11
#FoodPorn,2025-04-12,1.1585988150170177,772541,2661750,0.351,10
#EcoFriendly,2025-04-12,0.9668125514580166,463500,2034500,0.043750000000000004,8
#Gaming,2025-04-12,0.601526089171695,1939156,6787899,0.10500000000000001,16
#Politics,2025-04-12,-0.06605708291185126,1119024,4860544,0.17099999999999999,10
#Adventure,2025-04-12,-0.1363253907486517,1033074,3880920,0.02538461538461539,13
#AI,2025-04-12,-0.32299725632372916,1419633,5147543,-0.04812500000000001,16
#DataScience,2025-04-12,-0.46575074249873577,1100230,4481487,0.049090909090909095,11
#TechNews,2025-04-12,-0.521185792557779,1181063,3991706,-0.004615384615384619,13
#Stocks,2025-04-12,-1.3458011827871585,1413504,5396579,-0.11750000000000001,12
#BreakingNews,2025-04-12,-1.4042070398086932,1536269,4492913,0.0035714285714285665,14
#Health,2025-04-12,-2.309825044736981,1533238,6194006,0.14999999999999997,14
#5G,2025-04-12,-2.3752370021733227,1101627,3724910,-0.1809090909090909,11
#Investing,2025-04-12,-2.6842768570320867,1508798,4872739,-0.11357142857142857,14
#Motivation,2025-04-12,-2.8169568073002016,1179047,4137023,0.263,10
#TravelTuesday,2025-04-12,-3.347252105616325,924997,3804740,-0.17636363636363636,11
#Productivity,2025-04-12,-3.6835242793421856,948612,3320268,-0.077,10
#RemoteWork,2025-04-12,-3.7141567782627325,1747321,6817354,-0.013333333333333341,12
#SmartCity,2025-04-12,-3.9046850618663553,1234197,3313149,-0.04333333333333334,12
#CyberSecurity,2025-04-12,-4.168883240639841,1171257,4184994,0.049166666666666664,12
#Art,2025-04-12,-4.33762477107894,952445,3838945,0.03500000000000002,8
#MentalHealth,2025-04-12,-4.584283855161204,859257,3368874,-0.15307692307692308,13
#Oscars,2025-04-12,-4.80662440371758,970655,3668930,0.059999999999999984,10
#Coding,2025-04-12,-5.551469513291091,682296,2427263,0.0075,8
#Analytics,2025-04-12,-6.260202620475461,986975,3363694,-0.281,10
#WorldCup,2025-04-12,-6.4978704897637,1359770,5036146,-0.12999999999999998,14
#FitnessGoals,2025-04-12,-7.770704954793328,1189362,3934242,0.01100000000000001,10
#SelfCare,2025-04-12,-8.077135203509586,820850,3463033,-0.11700000000000002,10
#IoT,2025-04-12,-8.68480984364773,850521,3138114,0.036666666666666674,9
#Education,2025-04-12,-13.225484472508198,710649,2979425,0.3655555555555556,9
#SelfCare,2025-04-13,23.07383776031041,2009223,6875211,0.012352941176470593,17
#EcoFriendly,2025-04-13,20.601459891897957,1139085,4175772,-0.07285714285714286,14
#5G,2025-04-13,19.709812605331035,2368377,8672990,0.07291666666666667,24
#MentalHealth,2025-04-13,13.426861945694196,1505099,6594270,0.1376923076923077,13
#Coding,2025-04-13,12.972715704240285,1281635,5271055,-0.04583333333333333,12
#Education,2025-04-13,12.82691049229935,1204904,4252438,0.20833333333333334,12
#IoT,2025-04-13,11.811112322133704,1354655,4576660,0.2992857142857143,14
#SmartCity,2025-04-13,11.116227091329252,1957458,7593527,0.19733333333333333,15
#Travel,2025-04-13,10.66443513462458,1996484,6107937,-0.02294117647058824,17
#Analytics,2025-04-13,9.95410141819132,1575655,6036745,0.06888888888888887,18
#Stocks,2025-04-13,9.084916747499483,2257688,7143514,-0.03611111111111112,18
#SpaceX,2025-04-13,8.649378571231122,1946211,7083651,0.05105263157894737,19
#Python,2025-04-13,8.290514750833056,1985687,6821282,-0.0010000000000000065,20
#Oscars,2025-04-13,7.217369478003423,1343923,3851206,0.23769230769230767,13
#BreakingNews,2025-04-13,5.913225108308407,2153003,9518709,-0.08333333333333333,18
#TravelTuesday,2025-04-13,4.411855225101326,1138798,3718799,0.26166666666666666,12
#Books,2025-04-13,3.844615099679121,1678449,6831448,0.03333333333333333,15
#DeepLearning,2025-04-13,3.656490318436282,1495162,5668562,0.03866666666666669,15
#Foodie,2025-04-13,3.1417657065625777,1826345,6938218,0.3093333333333333,15
#Nature,2025-04-13,2.997320856397683,1288347,4561612,0.060000000000000005,13
#Art,2025-04-13,2.8784222523210796,1172254,4033808,-0.18,13
#Productivity,2025-04-13,2.4722441967221065,1120801,4096063,-0.10545454545454547,11
#FitnessGoals,2025-04-13,2.1105012207183425,1333006,4015452,0.14923076923076925,13
#BigData,2025-04-13,0.8520443661154529,1755421,6825420,-0.2533333333333333,18
#TechNews,2025-04-13,0.8362207309533917,1254392,4041032,-0.11461538461538462,13
#Innovation,2025-04-13,0.7929554043396345,1489449,5617578,-0.011250000000000003,16
#MachineLearning,2025-04-13,0.6376415267228087,1691247,7422912,0.07749999999999999,16
#AI,2025-04-13,0.6161220140875049,1474630,5417863,0.025714285714285693,14
#Motivation,2025-04-13,0.004578601170364828,1179442,3825795,-0.09833333333333333,12
#Robotics,2025-04-13,-0.049292046488389155,1408339,6170616,0.2746153846153846,13
#Politics,2025-04-13,-0.13249252340321283,1106945,4991896,-0.2041666666666667,12
#Investing,2025-04-13,-0.27313718167807294,1476128,5106775,-0.18333333333333335,12
#Entrepreneur,2025-04-13,-1.7152723829711303,1170727,3864863,-0.17666666666666664,9
#Fashion,2025-04-13,-1.9005424869981837,1538949,6603655,0.006666666666666664,18
#NFT,2025-04-13,-2.293469198972814,1826518,6235528,0.23076923076923078,13
#Movies,2025-04-13,-2.3456587878111437,1339118,3632585,-0.10071428571428571,14
#Business,2025-04-13,-2.6817487885844797,1272094,5458405,-0.1142857142857143,14
#Science,2025-04-13,-2.8652229894167864,1444549,5658477,0.25153846153846154,13
#Health,2025-04-13,-2.922941500403699,1260981,5245669,0.06384615384615383,13
#Blockchain,2025-04-13,-3.1098191276727225,1581822,6879353,-0.040624999999999994,16
#Sustainability,2025-04-13,-3.1737774365372635,790618,2850798,-0.18727272727272729,11
#WorldCup,2025-04-13,-3.5799960945878713,1059888,3328007,0.08090909090909092,11
#Adventure,2025-04-13,-3.7587781094779227,612608,2658499,-0.3757142857142857,7
#Photography,2025-04-13,-4.262264043312959,1193600,4707130,0.2533333333333333,15
#History,2025-04-13,-4.27507346964401,1558180,5754177,-0.10647058823529412,17
#CyberSecurity,2025-04-13,-4.351436940464339,865330,3820110,0.09923076923076923,13
#FoodPorn,2025-04-13,-4.488280545485327,549993,2218464,0.06625,8
#Cloud,2025-04-13,-4.729940239479705,1132152,3285934,0.17727272727272728,11
#DataScience,2025-04-13,-5.0939141687517315,719267,2615671,-0.004444444444444449,9
#RemoteWork,2025-04-13,-5.49534396839989,1167199,3791194,0.09266666666666666,15
#Gaming,2025-04-13,-5.770235254226789,1180527,4015455,-0.030000000000000002,14
#ClimateChange,2025-04-13,-5.870010183271607,1224280,4248748,0.019230769230769232,13
#Vegan,2025-04-13,-6.240572358480826,1436997,5562559,0.08533333333333334,15
#Elections2025,2025-04-13,-6.428367092981961,916040,3706057,0.092,10
#Finance,2025-04-13,-7.16606671186981,1321988,5288428,0.04833333333333333,12
#AIArt,2025-04-13,-7.768427744980046,935603,3846519,-0.18454545454545457,11
#MetGala,2025-04-13,-7.833043685106648,853754,2711335,-0.094,10
#ViralVideo,2025-04-13,-7.917832131821637,877666,3270064,0.11,12
#Crypto,2025-04-13,-8.749507960233888,765134,2363306,-0.0037500000000000103,8
#Startup,2025-04-13,-8.996392715784044,703052,2532314,-0.11125000000000002,8
#Hiking,2025-04-13,-9.234481081795778,770879,2223139,0.15727272727272726,11
#MusicMonday,2025-04-13,-10.448996135809544,416248,1605760,-0.022857142857142854,7
#MusicMonday,2025-04-14,54.05049436493153,1895547,6762696,-0.03294117647058824,17
#FoodPorn,2025-04-14,29.065130338951484,1639534,5041857,-0.04933333333333333,15
#Sustainability,2025-04-14,18.075605631444503,1646107,6767283,0.062142857142857166,14
#Startup,2025-04-14,12.711869585720187,1179601,4978329,0.21615384615384617,13
#DataScience,2025-04-14,12.549031490124282,1331876,5440400,-0.05,14
#Adventure,2025-04-14,11.689802489825437,1110679,4329638,-0.05909090909090908,11
#ViralVideo,2025-04-14,10.938062306605431,1567843,4866595,-0.09666666666666666,12
#TravelTuesday,2025-04-14,9.39857672275064,1764430,6550726,0.09,20
#Photography,2025-04-14,6.6763025074777245,1710888,5599695,-0.008571428571428563,14
#Business,2025-04-14,6.400985345638975,1879139,7349034,-0.15157894736842104,19
#Hiking,2025-04-14,6.353186297084092,1162357,4427009,-0.18250000000000002,12
#SpaceX,2025-04-14,5.08151080030452,2472424,8001398,0.1823809523809524,21
#Productivity,2025-04-14,4.675972498507455,1511558,5718309,-0.138,15
#Oscars,2025-04-14,4.549127555993749,1725913,6524019,0.01999999999999999,17
#Entrepreneur,2025-04-14,4.44937343758317,1496445,5779177,0.027142857142857142,14
#EcoFriendly,2025-04-14,4.266167612954021,1531067,5292393,-0.1992307692307692,13
#Art,2025-04-14,4.056691577157507,1421555,4998878,0.23666666666666666,15
#Movies,2025-04-14,4.0003089947887025,1720400,6172243,-0.10142857142857142,14
#WorldCup,2025-04-14,3.768415676457674,1303242,4860017,0.066,15
